Crop,N,P,K,pH,Rainfall,Temperature,Humidity,Season
Cotton,58,52,27,6.38,85.61,25.63,44.84,Kharif
Cotton,61,28,27,5.54,61.95,33.44,42.05,Kharif
Wheat,64,57,42,7.42,75.36,21.02,47.02,Rabi
Wheat,98,47,57,7.23,68.02,14.25,59.98,Rabi
Rice,87,65,69,5.68,196.73,27.71,71.76,Kharif
Cotton,80,55,48,6.29,110.81,29.9,41.42,Kharif
Rice,118,40,72,5.51,230.72,28.27,81.11,Kharif
Maize,105,49,47,6.64,131.4,19.69,57.68,Zaid
Wheat,78,39,40,7.47,56.19,22.33,47.57,Rabi
Sugarcane,90,66,46,6.11,187.87,20.29,78.22,Kharif
Maize,73,62,38,6.45,178.09,18.15,59.75,Zaid
Sugarcane,116,69,45,7.01,131.42,32.04,83.27,Kharif
Maize,96,36,62,6.85,162.89,24.38,51.37,Kharif
Millet,35,33,50,5.26,66.59,30.49,43.88,Kharif
Millet,65,22,50,5.08,78.87,27.61,31.79,Kharif
Rice,90,67,46,6.0,249.5,30.57,82.9,Kharif
Rice,101,48,50,6.35,275.13,29.55,73.18,Kharif
Millet,54,21,35,6.19,75.39,25.74,43.58,Kharif
Millet,49,31,50,5.52,46.47,23.94,36.36,Kharif
Wheat,62,50,42,6.04,50.03,21.89,46.3,Rabi
Rice,115,54,43,6.71,259.38,25.54,74.21,Kharif
Cotton,65,39,46,6.41,80.88,33.87,47.8,Kharif
Cotton,61,42,51,7.17,117.42,33.44,59.04,Kharif
Millet,65,31,44,5.79,54.43,30.04,33.05,Kharif
Rice,118,66,73,6.27,248.76,23.73,84.73,Kharif
Millet,45,45,27,6.41,44.04,20.52,47.38,Kharif
Maize,89,58,37,6.36,111.08,24.57,63.4,Kharif
Sugarcane,134,60,42,7.05,233.52,24.65,80.76,Kharif
Cotton,56,49,33,6.61,111.26,31.05,47.88,Kharif
Rice,108,46,54,6.75,217.29,27.92,75.27,Kharif
Maize,75,63,56,6.23,109.77,22.64,68.35,Zaid
Rice,82,68,45,5.72,270.68,23.77,71.89,Kharif
Millet,60,42,27,5.56,81.7,24.74,36.55,Kharif
Cotton,65,43,29,6.54,70.33,23.78,48.15,Kharif
Wheat,87,44,50,6.42,104.86,16.26,40.03,Rabi
Sugarcane,111,47,77,6.06,171.88,27.83,72.89,Zaid
Millet,56,40,48,6.7,96.86,21.39,35.33,Kharif
Cotton,55,35,41,6.95,142.03,21.79,43.73,Kharif
Sugarcane,120,56,80,6.07,175.36,27.55,82.67,Zaid
Cotton,82,35,55,6.84,70.09,24.24,59.92,Kharif
Wheat,63,43,33,7.14,107.19,15.06,56.03,Rabi
Maize,82,42,48,6.02,133.77,26.59,63.26,Zaid
Sugarcane,114,64,55,7.27,233.79,31.53,81.07,Zaid
Sugarcane,135,42,63,6.19,172.56,20.04,80.19,Kharif
Maize,74,53,44,6.3,152.82,21.25,56.28,Kharif
Millet,63,44,22,5.77,42.79,28.45,48.23,Kharif
Rice,82,61,70,6.78,258.81,26.75,75.15,Kharif
Sugarcane,94,72,58,6.89,249.07,32.81,83.84,Zaid
Millet,68,46,40,6.57,52.69,29.18,44.55,Kharif
Maize,101,47,55,6.92,130.65,27.46,50.58,Kharif
Cotton,65,43,31,6.22,82.44,29.06,50.89,Kharif
Wheat,80,31,40,6.74,87.83,24.16,48.25,Rabi
Wheat,100,41,31,6.48,97.19,21.36,46.61,Rabi
Millet,56,34,50,5.71,55.99,31.68,42.55,Kharif
Cotton,59,50,43,7.09,132.78,26.46,49.71,Kharif
Maize,96,45,52,6.82,87.8,28.85,68.75,Zaid
Rice,105,42,75,6.56,272.22,21.3,82.14,Kharif
Wheat,71,37,32,6.31,112.8,12.23,53.73,Rabi
Sugarcane,99,78,59,6.34,218.98,27.9,67.39,Kharif
Rice,97,50,49,6.77,269.23,20.09,72.25,Kharif
Wheat,85,40,54,7.22,112.7,13.61,55.27,Rabi
Millet,31,34,20,6.57,73.9,27.62,31.56,Kharif
Wheat,68,41,43,6.33,93.01,12.21,42.46,Rabi
Cotton,89,28,27,5.57,125.66,21.79,51.84,Kharif
Millet,35,29,38,5.39,57.35,28.4,36.37,Kharif
Cotton,53,42,34,6.38,74.64,31.52,43.33,Kharif
Rice,116,46,47,5.9,279.35,25.21,86.98,Kharif
Rice,95,60,76,6.73,291.44,30.4,80.01,Kharif
Sugarcane,146,58,65,6.12,168.15,24.79,83.96,Zaid
Wheat,72,50,60,6.44,91.8,22.68,47.71,Rabi
Rice,120,48,41,6.4,260.36,24.11,70.54,Kharif
Sugarcane,130,47,72,7.35,243.96,31.03,78.17,Zaid
Cotton,69,25,52,7.19,63.35,28.34,56.28,Kharif
Sugarcane,92,68,49,7.33,138.42,27.4,60.64,Zaid
Millet,31,36,20,5.81,69.53,26.6,35.99,Kharif
Rice,114,42,57,5.77,153.15,20.35,82.85,Kharif
Millet,63,45,29,5.15,78.58,22.09,50.99,Kharif
Wheat,90,45,60,6.81,84.82,22.27,44.82,Rabi
Sugarcane,93,68,80,7.07,151.93,20.28,72.24,Zaid
Maize,90,40,60,5.94,174.43,25.87,52.73,Zaid
Sugarcane,91,52,50,7.48,202.4,25.31,60.42,Kharif
Wheat,97,56,36,6.98,80.33,15.5,41.71,Rabi
Rice,111,65,51,5.84,247.93,21.78,75.84,Kharif
Sugarcane,108,62,60,7.2,208.11,25.23,81.91,Zaid
Maize,105,50,40,6.56,131.73,25.23,50.36,Zaid
Sugarcane,118,53,41,6.74,218.48,28.12,72.94,Kharif
Sugarcane,147,79,40,6.79,196.95,21.83,61.89,Zaid
Sugarcane,146,75,80,7.07,212.65,26.67,68.59,Kharif
Cotton,61,50,28,6.24,141.61,22.22,48.23,Kharif
Maize,85,36,40,6.55,97.02,28.4,61.04,Kharif
Sugarcane,144,46,57,6.62,185.66,31.16,65.68,Zaid
Wheat,77,48,49,6.93,113.97,16.82,42.13,Rabi
Wheat,87,47,44,6.91,102.19,23.34,48.8,Rabi
Cotton,85,27,36,6.17,66.16,32.24,56.14,Kharif
Rice,118,64,70,5.65,277.69,33.16,75.33,Kharif
Rice,112,42,58,6.03,205.66,30.83,75.18,Kharif
Maize,103,59,64,5.81,83.8,28.3,63.94,Kharif
Sugarcane,102,77,76,6.11,158.32,32.89,77.21,Kharif
Sugarcane,133,67,62,7.08,246.13,32.23,60.88,Zaid
Cotton,53,31,44,5.66,84.87,25.26,48.01,Kharif
Millet,45,46,43,5.13,94.31,28.03,46.78,Kharif
Wheat,74,52,35,7.16,103.5,23.68,51.56,Rabi
Wheat,99,38,53,7.17,103.81,19.14,44.36,Rabi
Cotton,70,33,37,6.46,149.75,25.6,42.33,Kharif
Cotton,84,47,54,5.87,137.23,23.19,57.25,Kharif
Maize,98,56,64,6.51,135.67,28.09,63.54,Kharif
Cotton,84,28,26,7.2,76.36,24.92,43.55,Kharif
Sugarcane,145,80,69,7.02,129.67,31.15,62.61,Zaid
Wheat,87,41,49,6.75,69.11,21.07,57.89,Rabi
Maize,90,45,41,6.84,141.49,20.81,60.48,Zaid
Rice,107,65,73,6.79,247.84,24.59,74.98,Kharif
Millet,53,47,33,6.82,84.84,31.3,40.59,Kharif
Cotton,62,53,51,5.71,69.58,34.5,59.59,Kharif
Maize,98,63,47,6.59,91.69,21.56,56.27,Zaid
Millet,42,45,25,6.29,69.38,26.63,42.58,Kharif
Cotton,52,47,26,6.52,75.55,30.53,53.9,Kharif
Cotton,89,47,46,7.19,125.88,26.83,57.78,Kharif
Sugarcane,112,80,49,6.95,143.96,24.27,82.9,Zaid
Maize,103,65,54,6.04,109.25,23.94,66.11,Kharif
Maize,78,54,56,6.51,118.83,29.81,51.32,Kharif
Cotton,58,47,28,7.36,78.22,28.2,44.28,Kharif
Millet,61,31,49,6.64,40.71,23.22,35.13,Kharif
Sugarcane,105,74,40,6.68,144.63,24.16,68.9,Kharif
Sugarcane,119,61,50,7.02,244.71,28.72,82.81,Kharif
Millet,51,35,37,6.26,96.04,27.08,36.01,Kharif
Maize,71,46,42,6.54,105.93,22.48,53.0,Zaid
Wheat,100,55,60,7.28,108.59,18.23,53.04,Rabi
Maize,90,45,43,6.94,168.05,29.49,57.78,Zaid
Cotton,65,26,37,6.75,147.89,24.44,58.48,Kharif
Maize,78,39,48,6.91,139.32,26.06,56.2,Kharif
Wheat,93,49,42,6.63,72.98,22.49,57.86,Rabi
Cotton,90,28,32,6.59,111.92,30.12,40.05,Kharif
Sugarcane,141,64,73,7.5,223.33,20.37,69.22,Zaid
Cotton,59,47,47,6.01,116.02,21.85,54.14,Kharif
Wheat,73,57,51,7.44,65.29,21.0,50.38,Rabi
Wheat,96,40,39,6.15,62.48,20.81,43.5,Rabi
Rice,91,46,76,6.74,279.36,32.25,74.29,Kharif
Rice,105,59,64,6.15,183.21,25.67,87.07,Kharif
Sugarcane,121,67,78,7.42,207.26,26.48,61.44,Zaid
Cotton,75,39,29,6.6,126.02,30.43,46.95,Kharif
Rice,92,44,41,6.16,172.52,31.68,75.49,Kharif
Rice,81,56,74,5.55,171.25,24.86,76.21,Kharif
Sugarcane,98,44,43,6.29,136.11,29.51,80.12,Kharif
Cotton,60,39,48,6.97,134.57,21.87,53.61,Kharif
Sugarcane,113,59,69,6.73,140.56,31.06,78.53,Kharif
Rice,88,65,80,6.07,169.44,26.22,86.36,Kharif
Sugarcane,110,66,80,6.66,225.03,30.36,62.79,Kharif
Wheat,96,59,54,6.33,85.22,24.11,51.43,Rabi
Rice,114,63,68,6.25,224.07,25.46,88.46,Kharif
Wheat,80,51,36,7.06,113.43,12.68,56.77,Rabi
Maize,87,44,42,6.59,86.77,27.38,60.25,Zaid
Cotton,73,40,52,6.28,133.03,24.62,53.21,Kharif
Cotton,83,50,42,6.34,66.91,31.53,55.24,Kharif
Wheat,62,50,33,6.46,66.74,16.6,45.86,Rabi
Maize,82,35,65,6.27,170.09,22.1,50.17,Zaid
Sugarcane,118,46,65,7.48,135.54,24.09,77.06,Kharif
Maize,103,51,49,6.5,80.31,21.18,59.99,Zaid
Cotton,80,32,51,5.71,137.32,23.14,41.94,Kharif
Maize,101,44,62,6.21,163.53,27.27,59.84,Kharif
Maize,76,42,51,6.39,167.28,21.2,54.47,Zaid
Wheat,74,50,50,7.35,94.45,23.37,58.71,Rabi
Millet,55,31,25,6.76,74.07,21.52,39.17,Kharif
Rice,89,58,44,6.05,277.18,32.58,73.7,Kharif
Maize,75,44,50,6.53,162.54,21.06,64.99,Kharif
Sugarcane,141,42,60,6.83,137.62,25.42,76.67,Kharif
Rice,108,69,54,6.73,290.19,25.4,77.04,Kharif
Maize,100,57,35,6.93,95.07,26.91,50.02,Kharif
Sugarcane,111,55,68,7.24,130.5,25.66,71.15,Zaid
Cotton,81,33,44,5.98,146.95,27.66,50.21,Kharif
Millet,50,38,30,6.01,60.39,23.97,31.44,Kharif
Cotton,88,26,51,6.75,95.65,29.15,49.7,Kharif
Rice,100,64,67,6.77,250.53,29.9,88.39,Kharif
Sugarcane,107,72,54,7.43,233.39,32.99,68.71,Zaid
Wheat,75,34,48,7.33,67.44,22.03,50.28,Rabi
Maize,97,49,42,6.14,132.8,26.19,52.5,Zaid
Wheat,86,56,42,6.5,51.52,12.13,43.6,Rabi
Wheat,74,57,45,7.06,101.25,14.5,59.36,Rabi
Sugarcane,130,70,60,7.01,213.31,26.47,81.59,Zaid
Sugarcane,100,44,60,6.61,176.41,31.0,75.46,Zaid
Millet,33,33,50,5.57,48.14,23.0,39.05,Kharif
Cotton,53,50,53,7.06,76.2,27.51,53.41,Kharif
Wheat,62,60,41,7.1,98.63,15.64,53.84,Rabi
Rice,94,40,52,6.36,266.32,33.06,79.12,Kharif
Cotton,73,43,42,5.94,124.39,23.52,47.99,Kharif
Wheat,88,32,54,6.81,96.97,17.26,50.14,Rabi
Wheat,78,57,56,6.38,80.41,16.95,50.59,Rabi
Cotton,51,49,25,6.72,63.5,29.57,41.79,Kharif
Cotton,87,42,26,7.39,97.54,27.45,51.8,Kharif
Maize,72,37,35,6.23,127.08,27.06,55.95,Kharif
Maize,107,65,46,6.65,126.14,24.38,55.26,Zaid
Cotton,57,45,39,7.06,78.33,29.58,52.88,Kharif
Maize,99,48,41,6.25,168.33,20.03,56.74,Zaid
Cotton,82,53,47,6.41,124.81,33.15,55.53,Kharif
Maize,93,53,40,6.26,100.38,22.33,54.76,Zaid
Cotton,72,53,31,7.34,119.85,23.46,55.17,Kharif
Rice,113,44,64,6.51,266.39,27.37,71.93,Kharif
Rice,93,54,65,5.96,294.17,21.96,89.81,Kharif
Millet,40,31,43,5.16,43.92,23.66,40.76,Kharif
Sugarcane,127,67,53,6.29,211.54,31.6,63.11,Kharif
Cotton,83,25,48,7.32,114.54,29.27,41.04,Kharif
Wheat,60,57,30,7.08,106.64,17.86,45.27,Rabi
Sugarcane,122,76,73,6.34,179.72,28.29,66.86,Zaid
Rice,81,68,41,6.61,164.8,23.8,72.71,Kharif
Millet,39,32,43,5.02,58.55,30.44,43.49,Kharif
Millet,66,26,45,6.75,73.2,27.3,39.18,Kharif
Cotton,65,41,27,5.85,69.38,24.67,54.84,Kharif
Maize,73,53,53,6.12,110.19,28.61,63.0,Zaid
Millet,69,25,34,6.31,62.63,22.44,52.46,Kharif
Millet,68,26,40,6.05,94.14,20.82,52.64,Kharif
Rice,108,56,72,6.17,226.74,28.54,86.57,Kharif
Millet,51,39,28,6.71,53.94,25.33,45.52,Kharif
Maize,78,40,41,6.19,128.02,28.57,69.47,Kharif
Cotton,56,30,28,5.98,137.74,29.85,44.38,Kharif
Sugarcane,145,42,52,6.49,203.19,24.59,70.31,Zaid
Rice,103,70,42,5.78,169.64,23.63,73.16,Kharif
Rice,101,65,56,6.56,287.03,23.46,81.76,Kharif
Rice,117,52,60,6.35,222.99,31.37,78.51,Kharif
Cotton,57,30,53,6.05,149.41,30.21,56.06,Kharif
Wheat,98,37,50,7.39,89.52,19.52,48.55,Rabi
Maize,71,55,37,6.79,179.22,25.76,60.58,Kharif
Wheat,64,48,60,6.48,89.06,10.27,48.75,Rabi
Cotton,68,45,54,6.72,132.92,23.5,50.0,Kharif
Rice,80,54,54,5.99,173.38,32.53,80.18,Kharif
Wheat,84,48,56,6.1,61.31,10.45,53.16,Rabi
Rice,120,46,43,6.74,254.03,28.78,76.45,Kharif
Rice,89,42,43,6.8,263.26,29.32,81.76,Kharif
Wheat,88,41,41,7.3,108.36,16.4,52.95,Rabi
Wheat,68,41,57,7.37,93.72,14.56,52.88,Rabi
Millet,62,42,37,5.96,59.26,22.9,39.91,Kharif
Cotton,75,47,40,6.31,117.04,21.36,59.78,Kharif
Maize,108,63,46,6.04,118.06,19.62,65.5,Zaid
Millet,34,44,39,5.15,73.47,25.73,35.38,Kharif
Wheat,95,46,54,6.39,83.8,21.42,48.78,Rabi
Sugarcane,139,57,67,6.33,198.58,33.44,76.8,Zaid
Sugarcane,129,55,69,7.48,166.07,20.83,64.87,Zaid
Cotton,88,25,26,6.41,144.05,22.54,54.91,Kharif
Rice,88,53,48,5.75,245.29,20.65,89.87,Kharif
Maize,94,38,64,6.19,163.16,21.09,59.44,Kharif
Millet,39,25,27,5.39,81.66,29.42,51.26,Kharif
Maize,97,60,52,6.94,157.21,19.4,60.05,Zaid
Millet,57,42,31,6.69,82.06,27.73,36.23,Kharif
Millet,33,25,35,6.48,77.3,24.64,35.42,Kharif
Cotton,51,39,32,6.75,127.73,23.69,50.6,Kharif
Sugarcane,111,72,68,6.0,184.87,29.29,79.4,Kharif
Rice,92,63,70,5.54,256.77,23.39,73.75,Kharif
Wheat,100,34,42,6.98,83.19,15.68,55.89,Rabi
Sugarcane,144,77,45,6.52,126.08,25.16,76.2,Zaid
Sugarcane,99,64,45,6.77,167.36,26.7,62.81,Kharif
Sugarcane,128,54,77,6.88,193.99,27.05,65.78,Zaid
Sugarcane,125,43,53,6.81,232.65,26.8,75.14,Kharif
Millet,54,36,45,5.18,75.64,31.03,53.74,Kharif
Millet,46,32,44,5.68,86.03,21.67,53.25,Kharif
Wheat,95,45,34,6.31,100.34,18.81,52.25,Rabi
Cotton,62,40,45,6.75,112.76,25.73,45.92,Kharif
Wheat,66,47,54,6.08,102.47,19.57,46.05,Rabi
Maize,72,57,64,6.31,154.24,22.91,52.17,Zaid
Maize,81,50,41,6.12,172.94,25.89,52.29,Zaid
Cotton,80,47,37,5.8,148.59,23.28,51.05,Kharif
Sugarcane,101,41,46,7.33,211.51,21.1,72.09,Zaid
Rice,82,70,41,5.65,245.88,23.16,71.55,Kharif
Cotton,55,35,28,6.2,135.27,22.48,50.87,Kharif
Maize,72,63,40,6.62,134.68,27.35,53.15,Zaid
Rice,92,64,63,6.53,211.1,26.53,86.98,Kharif
Maize,90,65,56,6.7,139.15,23.38,55.22,Kharif
Rice,107,40,42,6.56,244.14,27.6,84.65,Kharif
Sugarcane,137,56,48,7.47,220.27,31.66,75.0,Kharif
Maize,90,47,47,6.96,124.67,29.13,55.98,Kharif
Maize,103,50,39,6.02,176.86,25.9,51.35,Zaid
Wheat,80,36,54,7.2,67.53,10.57,56.14,Rabi
Rice,90,68,73,5.58,195.59,24.71,88.09,Kharif
Sugarcane,134,71,76,7.47,172.94,25.24,62.75,Kharif
Sugarcane,92,45,70,6.76,142.69,22.65,83.49,Kharif
Sugarcane,137,56,48,6.65,188.96,26.74,83.14,Zaid
Sugarcane,144,65,43,6.84,205.27,26.61,63.71,Zaid
Sugarcane,115,57,46,6.14,209.4,30.09,83.77,Kharif
Maize,73,44,38,6.29,159.55,20.68,59.41,Zaid
Cotton,66,43,41,5.7,143.4,33.22,46.17,Kharif
Sugarcane,111,69,47,6.0,198.08,33.74,72.71,Zaid
Millet,67,48,32,6.89,45.91,23.14,51.71,Kharif
Wheat,83,50,43,6.9,68.46,13.83,56.15,Rabi
Maize,93,60,63,6.2,129.1,26.46,65.62,Zaid
Cotton,76,28,25,6.06,63.9,29.69,41.12,Kharif
Millet,65,46,30,5.95,49.76,21.08,48.72,Kharif
Rice,91,44,76,5.76,286.24,22.42,85.94,Kharif
Sugarcane,115,49,40,7.41,245.22,27.67,71.73,Kharif
Wheat,77,57,50,6.87,103.68,21.19,43.71,Rabi
Maize,88,58,59,6.48,104.98,25.86,52.7,Zaid
Wheat,68,47,60,6.7,54.49,18.96,47.13,Rabi
Rice,104,53,50,6.42,219.4,24.63,73.3,Kharif
Rice,91,45,79,5.81,155.18,26.03,75.75,Kharif
Sugarcane,145,46,70,6.19,136.29,32.09,77.87,Zaid
Maize,70,47,58,6.56,178.89,21.17,53.33,Zaid
Cotton,64,27,40,6.08,89.47,31.75,43.46,Kharif
Sugarcane,97,45,62,6.73,211.09,26.72,71.85,Kharif
Rice,82,70,55,6.23,249.03,25.32,80.39,Kharif
Maize,102,64,60,6.09,171.64,27.62,52.8,Kharif
Wheat,68,37,34,7.22,72.5,12.78,47.92,Rabi
Wheat,62,38,49,7.17,100.06,18.1,47.67,Rabi
Maize,81,62,37,6.22,149.91,19.5,69.35,Kharif
Millet,47,47,22,6.43,73.13,25.21,42.97,Kharif
Maize,104,62,56,6.71,92.7,26.35,60.65,Zaid
Wheat,72,53,41,6.19,117.22,10.97,50.02,Rabi
Millet,67,32,34,5.8,58.95,29.27,31.53,Kharif
Cotton,57,31,40,7.31,127.13,24.95,52.01,Kharif
Cotton,86,51,29,6.78,136.6,21.94,42.12,Kharif
Millet,60,46,45,5.78,86.93,31.33,44.0,Kharif
Cotton,53,28,45,7.13,149.38,29.87,47.57,Kharif
Sugarcane,145,56,42,7.28,249.01,30.47,83.9,Kharif
Rice,102,64,64,5.8,150.45,30.39,81.81,Kharif
Sugarcane,96,60,46,7.1,161.57,26.76,63.01,Zaid
Rice,107,49,63,6.24,208.54,20.52,78.69,Kharif
Cotton,56,33,37,6.09,91.96,26.13,48.6,Kharif
Sugarcane,116,56,62,6.56,243.28,31.42,64.21,Zaid
Maize,87,64,59,6.02,92.37,29.68,67.87,Kharif
Sugarcane,130,62,62,7.36,164.34,26.24,71.71,Kharif
Maize,70,43,50,6.91,105.5,22.78,60.09,Kharif
Wheat,96,45,50,7.13,82.72,10.26,50.86,Rabi
Sugarcane,115,58,74,6.06,186.57,21.47,63.72,Zaid
Rice,104,40,66,6.17,182.73,27.41,70.02,Kharif
Sugarcane,136,59,63,6.01,199.5,34.6,81.4,Zaid
Maize,75,51,52,6.23,117.23,24.79,66.19,Kharif
Wheat,75,34,46,6.15,64.14,13.52,48.88,Rabi
Maize,92,64,57,6.85,81.4,18.13,54.34,Kharif
Cotton,83,31,42,6.79,109.7,24.21,56.63,Kharif
Maize,110,45,65,6.7,104.5,26.1,52.37,Zaid
Millet,46,34,45,5.15,62.26,23.67,33.92,Kharif
Cotton,81,52,27,6.0,101.59,29.97,52.0,Kharif
Millet,43,43,22,6.69,99.94,25.59,54.87,Kharif
Wheat,96,58,38,6.96,113.75,24.22,43.57,Rabi
Rice,120,62,75,5.8,165.4,28.96,84.01,Kharif
Rice,95,64,64,5.55,291.49,32.16,80.6,Kharif
Rice,80,60,75,5.81,273.55,27.06,84.01,Kharif
Rice,108,64,45,5.84,204.72,25.87,74.13,Kharif
Millet,57,48,30,6.13,88.85,26.97,38.17,Kharif
Cotton,53,45,45,6.13,113.27,30.22,50.96,Kharif
Millet,31,44,27,5.91,79.17,24.41,49.37,Kharif
Maize,85,52,59,6.96,142.27,28.54,52.08,Kharif
Wheat,93,59,51,7.46,93.7,17.76,57.71,Rabi
Rice,116,45,80,6.62,208.95,31.59,75.12,Kharif
Maize,107,40,64,6.42,112.54,21.39,68.58,Zaid
Maize,94,57,53,6.81,83.7,22.39,51.46,Zaid
Maize,98,41,54,6.7,169.17,25.02,64.47,Kharif
Millet,33,38,49,6.94,42.31,28.48,39.29,Kharif
Cotton,72,36,36,6.16,148.8,26.0,52.64,Kharif
Maize,109,49,57,6.52,102.11,24.67,53.11,Zaid
Wheat,92,37,33,6.67,71.14,17.12,40.3,Rabi
Wheat,66,40,48,6.0,91.77,13.17,40.25,Rabi
Maize,93,49,55,6.63,165.78,19.74,51.47,Zaid
Wheat,93,46,55,6.69,77.62,20.96,46.2,Rabi
Cotton,76,27,53,6.39,109.61,28.04,56.06,Kharif
Maize,109,52,50,6.28,148.99,29.27,66.19,Zaid
Millet,45,37,40,5.35,67.68,26.76,49.09,Kharif
Millet,59,43,34,6.49,64.89,31.23,32.28,Kharif
Millet,47,38,34,5.36,95.03,30.08,37.66,Kharif
Millet,69,40,45,6.87,91.32,24.27,34.57,Kharif
Wheat,76,35,45,6.98,51.62,20.37,40.44,Rabi
Sugarcane,91,57,77,7.2,145.19,26.35,72.26,Zaid
Cotton,57,34,42,6.53,103.35,23.92,59.76,Kharif
Sugarcane,115,62,69,6.26,134.49,20.69,72.56,Kharif
Cotton,88,51,26,5.74,96.23,21.78,46.63,Kharif
Sugarcane,95,77,66,7.46,232.35,25.35,70.54,Kharif
Sugarcane,150,75,77,6.99,247.07,32.3,79.43,Kharif
Cotton,73,50,33,6.28,100.25,22.68,58.76,Kharif
Rice,107,42,46,5.76,208.94,24.54,77.79,Kharif
Millet,61,24,31,5.6,88.88,26.82,49.51,Kharif
Sugarcane,90,40,56,6.52,127.22,26.1,65.94,Zaid
Cotton,83,25,37,6.17,73.73,21.38,53.56,Kharif
Rice,102,59,63,5.96,156.29,26.2,87.35,Kharif
Wheat,81,53,42,7.17,68.09,15.69,50.95,Rabi
Sugarcane,102,78,70,6.2,197.35,32.8,76.21,Zaid
Millet,40,43,32,6.38,79.6,26.61,37.77,Kharif
Rice,87,65,71,6.57,236.9,33.68,87.73,Kharif
Rice,104,68,70,6.43,241.38,31.01,75.27,Kharif
Wheat,63,49,38,7.25,105.68,13.17,43.68,Rabi
Maize,106,47,44,6.23,179.99,22.15,66.27,Zaid
Sugarcane,93,54,46,6.43,133.54,23.49,83.64,Kharif
Cotton,84,45,55,7.17,93.93,22.08,52.48,Kharif
Wheat,80,31,39,7.04,55.31,15.42,49.48,Rabi
Maize,88,35,53,6.34,142.84,25.49,60.36,Zaid
Rice,109,67,72,6.4,294.7,21.79,77.98,Kharif
Cotton,90,41,38,6.8,127.17,30.48,58.49,Kharif
Rice,112,41,57,6.39,227.27,31.23,70.59,Kharif
Maize,81,49,38,6.85,151.65,19.99,57.37,Kharif
Sugarcane,133,40,51,6.86,247.32,26.03,67.67,Zaid
Sugarcane,119,69,59,6.39,202.5,25.46,70.06,Kharif
Maize,83,42,39,6.06,151.71,21.76,53.26,Kharif
Sugarcane,138,58,42,6.75,162.73,26.6,62.11,Zaid
Sugarcane,103,46,59,6.23,206.41,26.14,77.75,Kharif
Cotton,66,48,45,5.55,65.36,30.98,43.84,Kharif
Wheat,87,44,49,7.31,94.3,22.92,51.88,Rabi
Cotton,53,48,36,5.89,97.57,32.56,42.58,Kharif
Millet,68,40,45,6.1,55.1,26.04,37.55,Kharif
Maize,98,53,39,6.36,103.62,20.02,59.87,Zaid
Maize,108,53,49,6.62,125.99,18.98,50.36,Kharif
Maize,75,35,55,6.01,119.43,26.54,66.31,Zaid
Maize,72,57,45,6.22,93.19,28.96,50.6,Kharif
Cotton,69,45,49,5.79,146.75,21.2,53.63,Kharif
Maize,97,44,50,6.95,166.42,20.75,68.27,Zaid
Wheat,61,57,49,6.06,64.92,11.18,42.13,Rabi
Maize,95,57,59,6.81,100.34,29.83,68.33,Kharif
Wheat,67,58,37,7.17,55.72,20.63,54.85,Rabi
Maize,84,45,36,5.91,112.37,28.56,64.24,Zaid
Millet,66,39,37,5.49,52.66,28.83,50.46,Kharif
Wheat,89,33,57,6.51,86.85,13.92,51.68,Rabi
Rice,114,57,65,5.89,289.58,24.81,80.81,Kharif
Maize,73,38,56,5.87,142.71,27.13,59.44,Kharif
Wheat,71,54,52,6.45,81.37,15.05,41.84,Rabi
Cotton,66,40,29,7.13,122.52,21.81,50.0,Kharif
Maize,95,46,62,6.01,113.55,26.15,59.99,Kharif
Maize,95,35,54,6.2,103.6,29.92,57.74,Kharif
Sugarcane,90,42,70,7.3,243.3,25.7,73.56,Zaid
Cotton,71,28,51,5.64,134.5,26.95,50.37,Kharif
Millet,44,39,46,5.74,70.37,29.19,42.53,Kharif
Sugarcane,134,78,56,6.1,140.65,31.58,78.98,Zaid
Millet,50,23,42,6.49,73.52,25.03,51.12,Kharif
Sugarcane,120,66,52,7.45,120.82,27.98,68.42,Zaid
Sugarcane,104,40,54,7.1,123.53,33.9,74.19,Zaid
Maize,103,64,46,6.98,140.99,26.21,62.37,Kharif
Rice,114,59,62,6.17,211.26,27.91,87.2,Kharif
Maize,72,36,53,6.04,153.42,23.96,59.62,Zaid
Sugarcane,130,77,51,6.67,160.12,26.5,66.26,Kharif
Millet,31,35,20,5.91,86.4,22.5,44.99,Kharif
Maize,103,46,58,6.67,174.98,21.17,65.16,Kharif
Rice,88,40,62,6.12,168.24,30.21,72.58,Kharif
Cotton,54,47,53,6.58,91.28,23.24,55.82,Kharif
Maize,96,56,48,6.86,133.88,26.52,56.56,Zaid
Wheat,66,40,37,7.05,56.19,19.32,57.48,Rabi
Rice,85,45,41,6.65,213.42,32.83,85.66,Kharif
Cotton,76,29,41,7.14,64.6,21.1,42.27,Kharif
Cotton,69,35,41,5.56,102.53,33.58,54.97,Kharif
Rice,89,51,57,6.19,197.79,27.41,81.14,Kharif
Millet,34,41,23,5.37,61.68,29.01,50.19,Kharif
Millet,43,26,23,6.08,73.04,31.44,51.95,Kharif
Rice,111,64,49,6.48,190.99,20.09,85.99,Kharif
Cotton,67,41,54,5.79,120.78,27.3,44.7,Kharif
Millet,32,35,34,6.45,57.03,28.82,34.58,Kharif
Maize,99,41,50,6.23,137.34,23.0,61.94,Zaid
Maize,106,50,63,6.09,124.57,27.48,54.95,Kharif
